# build 5875 CGGameUI message catalog (the 0xb4b498 table indexed by 0x496720)
# 465 rows, ids 0x0..0x1d0; consumer bound `cmp id,0x1d1; jge` at 0x49672c
# kind 0 -> 0x49a870(text, chan); 1 -> UI_INFO_MESSAGE 0xe1; 2 -> UI_ERROR_MESSAGE 0xe0; 3 -> console 0x63cd00
# Vendored from the maintainer's analysis (`WOW_RE`); messages/catalog.rs is generated from it.
id_hex	id_dec	row_va	key	kind	sound	type_tag	chan
0x127	295	0xb4cba4	ERR_UNIT_NOT_FOUND	2	NONE	0x44	10
0x128	296	0xb4cbb8	ERR_INVALID_FOLLOW_TARGET	2	NONE	0x44	10
0x129	297	0xb4cbcc	ERR_INVALID_INSPECT_TARGET	2	NONE	0x44	10
0x12a	298	0xb4cbe0	ERR_GUILDEMBLEM_SUCCESS	2	NONE	0x44	10
0x12b	299	0xb4cbf4	ERR_GUILDEMBLEM_INVALID_TABARD_COLORS	2	NONE	0x44	10
0x12c	300	0xb4cc08	ERR_GUILDEMBLEM_NOGUILD	2	NONE	0x44	10
0x12d	301	0xb4cc1c	ERR_GUILDEMBLEM_NOTGUILDMASTER	2	NONE	0x44	10
0x12e	302	0xb4cc30	ERR_GUILDEMBLEM_NOTENOUGHMONEY	2	NONE	0x28	10
0x12f	303	0xb4cc44	ERR_GUILDEMBLEM_INVALIDVENDOR	2	NONE	0x44	10
0x130	304	0xb4cc58	ERR_EMBLEMERROR_NOTABARDGEOSET	2	NONE	0x44	10
0x131	305	0xb4cc6c	ERR_SPELL_OUT_OF_RANGE	2	NONE	0x2e	10
0x132	306	0xb4cc80	ERR_COMMAND_NEEDS_TARGET	0	NONE	0x44	10
0x133	307	0xb4cc94	ERR_NOAMMO_S	2	NONE	0x1	10
0x134	308	0xb4cca8	ERR_TOOBUSYTOFOLLOW	2	NONE	0x44	10
0x135	309	0xb4ccbc	ERR_DUEL_REQUESTED	0	LEVELUP	0x44	10
0x136	310	0xb4ccd0	ERR_DUEL_CANCELLED	1	NONE	0x44	10
0x137	311	0xb4cce4	ERR_DEATHBINDALREADYBOUND	2	NONE	0x44	10
0x138	312	0xb4ccf8	ERR_DEATHBIND_SUCCESS_S	0	NONE	0x44	10
0x139	313	0xb4cd0c	ERR_NOEMOTEWHILERUNNING	2	NONE	0x44	10
0x13a	314	0xb4cd20	ERR_ZONE_EXPLORED	1	NONE	0x44	10
0x13b	315	0xb4cd34	ERR_ZONE_EXPLORED_XP	0	NONE	0x44	10
0x13c	316	0xb4cd48	ERR_INVALID_ITEM_TARGET	2	NONE	0x33	10
0x13d	317	0xb4cd5c	ERR_IGNORING_YOU_S	0	NONE	0x44	10
0x13e	318	0xb4cd70	ERR_FISH_NOT_HOOKED	1	NONE	0x44	10
0x13f	319	0xb4cd84	ERR_FISH_ESCAPED	1	NONE	0x44	10
0x140	320	0xb4cd98	ERR_SPELL_FAILED_NOTUNSHEATHED	1	NONE	0x44	10
0x141	321	0xb4cdac	ERR_PETITION_OFFERED_S	0	NONE	0x44	10
0x142	322	0xb4cdc0	ERR_PETITION_SIGNED	0	igPlayerInviteAccept	0x44	10
0x143	323	0xb4cdd4	ERR_PETITION_SIGNED_S	0	igPlayerInviteAccept	0x44	10
0x144	324	0xb4cde8	ERR_PETITION_DECLINED_S	0	igPlayerInviteDecline	0x44	10
0x145	325	0xb4cdfc	ERR_PETITION_ALREADY_SIGNED	2	igPlayerInviteDecline	0x44	10
0x146	326	0xb4ce10	ERR_PETITION_IN_GUILD	2	igPlayerInviteDecline	0x44	10
0x147	327	0xb4ce24	ERR_PETITION_CREATOR	2	igPlayerInviteDecline	0x44	10
0x148	328	0xb4ce38	ERR_PETITION_NOT_ENOUGH_SIGNATURES	2	igPlayerInviteDecline	0x44	10
0x149	329	0xb4ce4c	ERR_PETITION_NOT_SAME_SERVER	2	igPlayerInviteDecline	0x44	10
0x14a	330	0xb4ce60	ERR_SPELL_UNLEARNED_S	0	NONE	0x44	10
0x14b	331	0xb4ce74	ERR_PET_SPELL_ROOTED	2	NONE	0x44	10
0x14c	332	0xb4ce88	ERR_PET_SPELL_AFFECTING_COMBAT	2	NONE	0x44	10
0x14d	333	0xb4ce9c	ERR_PET_SPELL_OUT_OF_RANGE	2	NONE	0x44	10
0x14e	334	0xb4ceb0	ERR_PET_SPELL_NOT_BEHIND	2	NONE	0x44	10
0x14f	335	0xb4cec4	ERR_PET_SPELL_TARGETS_DEAD	2	NONE	0x44	10
0x150	336	0xb4ced8	ERR_PET_SPELL_DEAD	2	NONE	0x44	10
0x151	337	0xb4ceec	ERR_PET_SPELL_NOPATH	2	NONE	0x44	10
0x152	338	0xb4cf00	ERR_ITEM_CANT_BE_DESTROYED	2	NONE	0x44	10
0x153	339	0xb4cf14	ERR_TICKET_ALREADY_EXISTS	2	NONE	0x44	10
0x154	340	0xb4cf28	ERR_TICKET_CREATE_ERROR	2	NONE	0x44	10
0x155	341	0xb4cf3c	ERR_TICKET_UPDATE_ERROR	2	NONE	0x44	10
0x156	342	0xb4cf50	ERR_TICKET_DB_ERROR	2	NONE	0x44	10
0x157	343	0xb4cf64	ERR_TICKET_NO_TEXT	2	NONE	0x44	10
0x158	344	0xb4cf78	ERR_OBJECT_IS_BUSY	2	NONE	0x44	10
0x159	345	0xb4cf8c	ERR_EXHAUSTION_WELLRESTED	0	NONE	0x44	10
0x15a	346	0xb4cfa0	ERR_EXHAUSTION_RESTED	0	NONE	0x44	10
0x15b	347	0xb4cfb4	ERR_EXHAUSTION_NORMAL	0	NONE	0x44	10
0x15c	348	0xb4cfc8	ERR_EXHAUSTION_TIRED	0	NONE	0x44	10
0x15d	349	0xb4cfdc	ERR_EXHAUSTION_EXHAUSTED	0	NONE	0x44	10
0x15e	350	0xb4cff0	ERR_NO_ITEMS_WHILE_SHAPESHIFTED	2	NONE	0x44	10
0x15f	351	0xb4d004	ERR_CANT_INTERACT_SHAPESHIFTED	2	NONE	0x44	10
0x160	352	0xb4d018	ERR_MAIL_QUEST_ITEM	2	NONE	0x3b	10
0x161	353	0xb4d02c	ERR_MAIL_BOUND_ITEM	2	NONE	0x3b	10
0x162	354	0xb4d040	ERR_MAIL_CONJURED_ITEM	2	NONE	0x44	10
0x163	355	0xb4d054	ERR_MAIL_BAG	2	NONE	0x44	10
0x164	356	0xb4d068	ERR_MAIL_TO_SELF	2	NONE	0x44	10
0x165	357	0xb4d07c	ERR_MAIL_TARGET_NOT_FOUND	2	NONE	0x44	10
0x166	358	0xb4d090	ERR_MAIL_DATABASE_ERROR	2	NONE	0x44	10
0x167	359	0xb4d0a4	ERR_MAIL_SENT	1	NONE	0x44	10
0x168	360	0xb4d0b8	ERR_NOT_HAPPY_ENOUGH	2	NONE	0x44	10
0x169	361	0xb4d0cc	ERR_USE_CANT_IMMUNE	2	NONE	0x44	10
0x16a	362	0xb4d0e0	ERR_CANT_BE_DISENCHANTED	2	NONE	0x44	10
0x16b	363	0xb4d0f4	ERR_CANT_USE_DISARMED	2	NONE	0x44	10
0x16c	364	0xb4d108	ERR_AUCTION_QUEST_ITEM	2	NONE	0x3b	10
0x16d	365	0xb4d11c	ERR_AUCTION_BOUND_ITEM	2	NONE	0x3b	10
0x16e	366	0xb4d130	ERR_AUCTION_CONJURED_ITEM	2	NONE	0x44	10
0x16f	367	0xb4d144	ERR_AUCTION_WRAPPED_ITEM	2	NONE	0x44	10
0x170	368	0xb4d158	ERR_AUCTION_LOOT_ITEM	2	NONE	0x44	10
0x171	369	0xb4d16c	ERR_AUCTION_BAG	2	NONE	0x44	10
0x172	370	0xb4d180	ERR_AUCTION_DATABASE_ERROR	2	NONE	0x44	10
0x173	371	0xb4d194	ERR_AUCTION_BID_OWN	2	NONE	0x44	10
0x174	372	0xb4d1a8	ERR_AUCTION_BID_INCREMENT	2	NONE	0x44	10
0x175	373	0xb4d1bc	ERR_AUCTION_HIGHER_BID	2	NONE	0x44	10
0x176	374	0xb4d1d0	ERR_AUCTION_MIN_BID	2	NONE	0x44	10
0x177	375	0xb4d1e4	ERR_AUCTION_REPAIR_ITEM	2	NONE	0x44	10
0x178	376	0xb4d1f8	ERR_AUCTION_STARTED	0	NONE	0x44	10
0x179	377	0xb4d20c	ERR_AUCTION_REMOVED	0	NONE	0x44	10
0x17a	378	0xb4d220	ERR_AUCTION_OUTBID_S	0	NONE	0x44	10
0x17b	379	0xb4d234	ERR_AUCTION_WON_S	0	NONE	0x44	10
0x17c	380	0xb4d248	ERR_AUCTION_SOLD_S	0	NONE	0x44	10
0x17d	381	0xb4d25c	ERR_AUCTION_EXPIRED_S	0	NONE	0x44	10
0x17e	382	0xb4d270	ERR_AUCTION_REMOVED_S	0	NONE	0x44	10
0x17f	383	0xb4d284	ERR_AUCTION_BID_PLACED	0	NONE	0x44	10
0x180	384	0xb4d298	ERR_LOGOUT_FAILED	2	NONE	0x44	10
0x181	385	0xb4d2ac	ERR_QUEST_PUSH_SUCCESS_S	0	NONE	0x44	10
0x182	386	0xb4d2c0	ERR_QUEST_PUSH_INVALID_S	0	NONE	0x44	10
0x183	387	0xb4d2d4	ERR_QUEST_PUSH_ACCEPTED_S	0	NONE	0x44	10
0x184	388	0xb4d2e8	ERR_QUEST_PUSH_DECLINED_S	0	NONE	0x44	10
0x185	389	0xb4d2fc	ERR_QUEST_PUSH_TOO_FAR_S	0	NONE	0x44	10
0x186	390	0xb4d310	ERR_QUEST_PUSH_BUSY_S	0	NONE	0x44	10
0x187	391	0xb4d324	ERR_QUEST_PUSH_LOG_FULL_S	0	NONE	0x44	10
0x188	392	0xb4d338	ERR_QUEST_PUSH_ONQUEST_S	0	NONE	0x44	10
0x189	393	0xb4d34c	ERR_QUEST_PUSH_ALREADY_DONE_S	0	NONE	0x44	10
0x18a	394	0xb4d360	ERR_RAID_GROUP_ONLY	2	NONE	0x44	10
0x18b	395	0xb4d374	ERR_RAID_GROUP_FULL	2	NONE	0x44	10
0x18c	396	0xb4d388	ERR_PVP_KILL_HONORABLE	1	NONE	0x44	10
0x18d	397	0xb4d39c	ERR_PVP_KILL_DISHONORABLE	1	NONE	0x44	10
0x18e	398	0xb4d3b0	ERR_SPELL_FAILED_ALREADY_AT_FULL_HEALTH	2	NONE	0x44	10
0x18f	399	0xb4d3c4	ERR_SPELL_FAILED_ALREADY_AT_FULL_POWER_S	2	NONE	0x44	10
0x190	400	0xb4d3d8	ERR_AUTOLOOT_MONEY_S	0	NONE	0x44	10
0x191	401	0xb4d3ec	ERR_GENERIC_STUNNED	2	NONE	0x44	10
0x192	402	0xb4d400	ERR_TARGET_STUNNED	2	NONE	0x44	10
0x193	403	0xb4d414	ERR_MUST_REPAIR_DURABILITY	2	NONE	0x44	10
0x194	404	0xb4d428	ERR_RAID_YOU_JOINED	0	NONE	0x44	10
0x195	405	0xb4d43c	ERR_RAID_YOU_LEFT	0	NONE	0x44	10
0x196	406	0xb4d450	ERR_RAID_MEMBER_ADDED_S	0	NONE	0x44	10
0x197	407	0xb4d464	ERR_RAID_MEMBER_REMOVED_S	0	NONE	0x44	10
0x198	408	0xb4d478	ERR_CLICK_ON_ITEM_TO_FEED	2	NONE	0x44	10
0x199	409	0xb4d48c	ERR_TOO_MANY_CHAT_CHANNELS	0	NONE	0x44	10
0x19a	410	0xb4d4a0	ERR_LOOT_ROLL_PENDING	2	NONE	0x44	10
0x19b	411	0xb4d4b4	ERR_LOOT_PLAYER_NOT_FOUND	2	NONE	0x44	10
0x19c	412	0xb4d4c8	ERR_NOT_IN_RAID	0	NONE	0x44	10
0x19d	413	0xb4d4dc	ERR_LOGGING_OUT	2	NONE	0x44	10
0x19e	414	0xb4d4f0	ERR_TARGET_LOGGING_OUT	2	NONE	0x44	10
0x19f	415	0xb4d504	ERR_NOT_WHILE_MOUNTED	2	NONE	0x44	10
0x1a0	416	0xb4d518	ERR_NOT_WHILE_SHAPESHIFTED	2	NONE	0x44	10
0x1a1	417	0xb4d52c	ERR_NOT_IN_COMBAT	2	NONE	0x44	10
0x1a2	418	0xb4d540	ERR_NOT_WHILE_DISARMED	2	NONE	0x44	10
0x1a3	419	0xb4d554	ERR_PET_BROKEN	2	NONE	0x44	10
0x1a4	420	0xb4d568	ERR_TALENT_WIPE_ERROR	2	NONE	0x44	10
0x1a5	421	0xb4d57c	ERR_FEIGN_DEATH_RESISTED	2	NONE	0x44	10
0x1a6	422	0xb4d590	ERR_MEETING_STONE_IN_QUEUE_S	0	NONE	0x44	10
0x1a7	423	0xb4d5a4	ERR_MEETING_STONE_LEFT_QUEUE_S	0	NONE	0x44	10
0x1a8	424	0xb4d5b8	ERR_MEETING_STONE_OTHER_MEMBER_LEFT	0	NONE	0x44	10
0x1a9	425	0xb4d5cc	ERR_MEETING_STONE_PARTY_KICKED_FROM_QUEUE	0	NONE	0x44	10
0x1aa	426	0xb4d5e0	ERR_MEETING_STONE_MEMBER_STILL_IN_QUEUE	0	NONE	0x44	10
0x1ab	427	0xb4d5f4	ERR_MEETING_STONE_SUCCESS	0	NONE	0x44	10
0x1ac	428	0xb4d608	ERR_MEETING_STONE_IN_PROGRESS	0	NONE	0x44	10
0x1ad	429	0xb4d61c	ERR_MEETING_STONE_MEMBER_ADDED_S	0	NONE	0x44	10
0x1ae	430	0xb4d630	ERR_MEETING_STONE_GROUP_FULL	2	NONE	0x44	10
0x1af	431	0xb4d644	ERR_MEETING_STONE_NOT_LEADER	2	NONE	0x44	10
0x1b0	432	0xb4d658	ERR_MEETING_STONE_INVALID_LEVEL	2	NONE	0x44	10
0x1b1	433	0xb4d66c	ERR_MEETING_STONE_MUST_BE_LEADER	2	NONE	0x44	10
0x1b2	434	0xb4d680	ERR_MEETING_STONE_NO_RAID_GROUP	2	NONE	0x44	10
0x1b3	435	0xb4d694	ERR_GUILDEMBLEM_SAME	2	NONE	0x44	10
0x1b4	436	0xb4d6a8	ERR_EQUIP_TRADE_ITEM	2	NONE	0x44	10
0x1b5	437	0xb4d6bc	ERR_PVP_TOGGLE_ON	1	NONE	0x44	10
0x1b6	438	0xb4d6d0	ERR_PVP_TOGGLE_OFF	1	NONE	0x44	10
0x1b7	439	0xb4d6e4	ERR_GROUP_JOIN_BATTLEGROUND_DESERTERS	1	NONE	0x44	10
0x1b8	440	0xb4d6f8	ERR_GROUP_JOIN_BATTLEGROUND_S	1	NONE	0x44	10
0x1b9	441	0xb4d70c	ERR_GROUP_JOIN_BATTLEGROUND_FAIL	2	NONE	0x44	10
0x1ba	442	0xb4d720	ERR_GROUP_JOIN_BATTLEGROUND_TOO_MANY	2	NONE	0x44	10
0x1bb	443	0xb4d734	ERR_INVALID_PROMOTION_CODE	2	NONE	0x44	10
0x1bc	444	0xb4d748	ERR_BG_PLAYER_JOINED_SS	0	NONE	0x44	10
0x1bd	445	0xb4d75c	ERR_BG_PLAYER_LEFT_S	0	NONE	0x44	10
0x1be	446	0xb4d770	ERR_RESTRICTED_ACCOUNT	2	NONE	0x44	10
0x1bf	447	0xb4d784	ERR_PLAY_TIME_EXCEEDED	2	NONE	0x44	10
0x1c0	448	0xb4d798	ERR_APPROACHING_PARTIAL_PLAY_TIME	0	NONE	0x44	10
0x1c1	449	0xb4d7ac	ERR_APPROACHING_NO_PLAY_TIME	0	NONE	0x44	10
0x1c2	450	0xb4d7c0	ERR_UNHEALTHY_TIME	0	NONE	0x44	10
0x1c3	451	0xb4d7d4	ERR_CHAT_RESTRICTED	0	NONE	0x44	10
0x1c4	452	0xb4d7e8	ERR_MAIL_REACHED_CAP	2	NONE	0x44	10
0x1c5	453	0xb4d7fc	ERR_INVALID_RAID_TARGET	2	NONE	0x44	10
0x1c6	454	0xb4d810	ERR_RAID_LEADER_READY_CHECK_START_S	0	NONE	0x44	10
0x1c7	455	0xb4d824	ERR_READY_CHECK_IN_PROGRESS	2	NONE	0x44	10
0x1c8	456	0xb4d838	ERR_DUNGEON_DIFFICULTY_FAILED	0	NONE	0x44	10
0x1c9	457	0xb4d84c	ERR_DUNGEON_DIFFICULTY_CHANGED_S	0	NONE	0x44	10
0x1ca	458	0xb4d860	ERR_TRADE_WRONG_REALM	2	NONE	0x44	10
0x1cb	459	0xb4d874	ERR_CHAT_PLAYER_AMBIGUOUS_S	0	NONE	0x44	10
0x1cc	460	0xb4d888	ERR_LOOT_CANT_LOOT_THAT_NOW	2	NONE	0x44	10
0x1cd	461	0xb4d89c	ERR_LOOT_MASTER_INV_FULL	2	NONE	0x44	10
0x1ce	462	0xb4d8b0	ERR_LOOT_MASTER_UNIQUE_ITEM	2	NONE	0x44	10
0x1cf	463	0xb4d8c4	ERR_LOOT_MASTER_OTHER	2	NONE	0x44	10
0x1d0	464	0xb4d8d8	ERR_FILTERING_YOU_S	0	NONE	0x44	10
