# Lua binding shapes of the 1.12.1 client (WoW.exe build 5875): one row per registered
# binding, name -> (argc, return arity, return kinds), with per-column confidence.
#
# 82 registrar tables, 1722 bindings, 1722 analysed, 0 unresolved registrar sites. Four
# registration routes, extents read from the registrar's own literal: 0x704120
# RegisterFunction loops; 0x701d80 widget method tables; the inlined base-library loop at
# 0x811e28; and the four luaL_openlib 0x6f4dc0 tables (bit/math/table/string).
#
# Column contract:
#   arity / arity_conf   sound. exact = one constant; set = a `|`-separated set of possible
#     counts; unknown = `?`. An imprecise result is a set or `?`, never a wrong single
#     number. Gate on this.
#   kind `string?`       string or nil. lua_pushstring 0x6f3890 begins `test edx,edx ; jne`
#     and tail-jumps to lua_pushnil when the char* is NULL, so `string` is emitted only where
#     the pointer is a constant that resolves to a readable literal; every other
#     lua_pushstring is `string?`. A miss path can show a fixed arity and still answer nil in
#     that slot (GetMapInfo -> nil,0,0; GetChannelName -> 0,nil,0).
#   kinds / kinds_conf   advisory unless kinds_conf == agree: the independent lua_push* trace
#     length matches `eax` at every ret, and every ret was checked. A loop (GetTexCoord: 2
#     textual pushes, 8 real) -> unverified. `agree` is about the binding's own ops:
#     lua_gettable 0x6f3a40 and lua_rawget 0x6f3b00 replace the key on top with the looked-up
#     value (recorded as `any`), and a callee that pushes on the binding's behalf is invisible
#     to the trace, so the returned window may hold slots it never described (note
#     `delegated-push`).
#   argc / argc_conf     never gate on this. argc is a max over observed constant Lua stack
#     indices, with no unknown state, and a silent lower bound when a binding delegates
#     argument parsing to a helper. Such rows say lower-bound, but the detector is one level
#     deep, so treat every argc as a floor.
#   name       not a key. 60 names are registered from more than one table and 21 of those
#     differ in arity between registrations: GetBuildInfo returns 5 on the glue screen (table
#     0x8373b8) and 3 in-game (0x83de68); GetAddOnInfo 8 and 7. Key on `fn`, or on
#     (table_va, name). Every such row carries the note name-not-unique.
#   notes  stack-leak = the reference pushes a value and then returns 0 (or fewer): the
#     disabled lottery/vendor stubs, which a faithful client does not copy. variadic = the
#     count comes from lua_gettop, no constant exists. delegated-push = a foreign callee
#     pushes on the binding's behalf, so `agree` covers this row's own ops only.
#     cfg-truncated / indirect-branch / iteration-cap = an edge the walk could not resolve;
#     such a row's arity is not covered by the soundness claim above.
#
# Vendored from the maintainer's analysis (`WOW_RE`); no generator for it lives in this repo.
name	fn	pair_va	table_va	table_kind	argc	argc_conf	arity	arity_conf	kinds	kinds_conf	notes
FadeOut	0x531f00	0x8541f0	0x854198	widget	1	exact	0	exact	()	agree	
FlagTutorial	0x4b59b0	0x846b0c	0x846b04	global	1	exact	0	exact	()	agree	
FlipCameraYaw	0x50b6a0	0x84f840	0x84f7a0	global	1	exact	0	exact	()	agree	
FollowByName	0x489ec0	0x83e088	0x83de68	global	2	exact	0	exact	()	agree	
FollowUnit	0x489e00	0x83e080	0x83de68	global	1	exact	0	exact	()	agree	
ForceLogout	0x48ab50	0x83e180	0x83de68	global	0	exact	0	exact	()	agree	
ForceQuit	0x48ab60	0x83e188	0x83de68	global	0	exact	0	exact	()	agree	
FrameXML_Debug	0x488440	0x83de68	0x83de68	global	1	exact	1	exact	(number)	agree	
GMRequestPlayerInfo	0x48d4c0	0x83e3b8	0x83de68	global	0	exact	?	unknown	?	unknown	
GMSurveyAnswerSubmit	0x48cd30	0x83e330	0x83de68	global	3	exact	0	exact	()	agree	
GMSurveyCommentSubmit	0x48cef0	0x83e338	0x83de68	global	1	exact	0	exact	()	agree	
GMSurveyQuestion	0x48cc00	0x83e328	0x83de68	global	1	exact	1	exact	(nil) | (string?)	agree	
GMSurveySubmit	0x48cf80	0x83e340	0x83de68	global	0	exact	0	exact	()	agree	
GetAbandonQuestItems	0x4dfbe0	0x84b120	0x84b0f0	global	0	exact	0|1	set	?	unknown	
GetAbandonQuestName	0x4dfb60	0x84b118	0x84b0f0	global	0	exact	1	exact	(nil) | (string?)	agree	
GetActionAutocast	0x4e6f90	0x84bd28	0x84bd10	global	1	exact	2	exact	(nil,nil) | (nil,number) | (number,nil) | (number,number)	agree	
GetActionBarToggles	0x4e7660	0x84bda8	0x84bd10	global	0	exact	4	exact	?	unknown	
GetActionCooldown	0x4e6ed0	0x84bd20	0x84bd10	global	1	exact	3	exact	(number,number,number)	agree	
GetActionCount	0x4e6e70	0x84bd18	0x84bd10	global	1	exact	1	exact	(number)	agree	
GetActionText	0x4e7050	0x84bd30	0x84bd10	global	1	exact	1	exact	(nil) | (string?)	agree	
GetActionTexture	0x4e6e10	0x84bd10	0x84bd10	global	1	exact	1	exact	(nil) | (string?)	agree	
GetActiveLevel	0x501c20	0x84e9c8	0x84e968	global	1	exact	1	exact	(number)	agree	
GetActiveTitle	0x501b30	0x84e9b8	0x84e968	global	1	exact	1	exact	(string?)	agree	
GetAddOnDependencies	0x46d650	0x8374e8	0x8373b8	global	1	exact	?	unknown	?	unknown	name-not-unique
GetAddOnDependencies	0x48e5e0	0x83e4b0	0x83de68	global	1	exact	?	unknown	?	unknown	name-not-unique
GetAddOnEnableState	0x46d6f0	0x8374f0	0x8373b8	global	2	exact	1	exact	(number)	agree	
GetAddOnInfo	0x46d460	0x8374d8	0x8373b8	global	1	exact	8	exact	?	unknown	name-not-unique
GetAddOnInfo	0x48e390	0x83e4a0	0x83de68	global	1	exact	7	exact	?	unknown	name-not-unique
GetAddOnMetadata	0x48e530	0x83e4a8	0x83de68	global	2	exact	1	exact	(string?)	agree	
GetAdjustedSkillPoints	0x4d3cb0	0x849d30	0x849cf8	global	0	exact	1	exact	(number)	agree	
GetAlpha	0x774dc0	0x878f68	0x878ec0	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetAlpha	0x79b690	0x87c170	0x87c128	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetAlpha	0x79ca90	0x87c1f0	0x87c1d8	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetAlpha	0x7a04b0	0x87c810	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetAltArrowKeyMode	0x799790	0x87bce0	0x87bb68	widget	1	exact	1	exact	(nil) | (number)	agree	
GetAnchorType	0x5313e0	0x8541c0	0x854198	widget	1	exact	1	exact	(string)	agree	
GetAreaSpiritHealerTime	0x48dee0	0x83e460	0x83de68	global	0	exact	1	exact	(number)	agree	
GetAuctionHouseDepositRate	0x4ce170	0x8490b0	0x8490a8	global	0	exact	1	exact	(number)	agree	
GetAuctionInvTypes	0x4cfab0	0x849128	0x8490a8	global	2	exact	0|14	set	?	unknown	
GetAuctionItemClasses	0x4cf970	0x849118	0x8490a8	global	0	exact	?	unknown	?	unknown	
GetAuctionItemInfo	0x4cee40	0x8490f8	0x8490a8	global	2	exact	12	exact	?	unknown	
GetAuctionItemLink	0x4cf2f0	0x849100	0x8490a8	global	2	exact	0|1	set	() | (string?)	agree	
GetAuctionItemSubClasses	0x4cf9c0	0x849120	0x8490a8	global	1	exact	?	unknown	?	unknown	
GetAuctionItemTimeLeft	0x4cf470	0x849108	0x8490a8	global	2	exact	1	exact	(number)	agree	
GetAuctionSellItemInfo	0x4ce590	0x8490c8	0x8490a8	global	0	exact	6	exact	(nil,nil,number,number,nil,number) | (string?,string?,number,number,nil,number) | (string?,string?,number,number,number,number)	agree	
GetAvailableLevel	0x501ba0	0x84e9c0	0x84e968	global	1	exact	1	exact	(number)	agree	
GetAvailableRaces	0x471520	0x838120	0x8380f8	global	0	exact	?	unknown	?	unknown	
GetAvailableTitle	0x501ac0	0x84e9b0	0x84e968	global	1	exact	1	exact	(string?)	agree	
GetBackdrop	0x777370	0x8790b0	0x878ec0	widget	2	exact	0|1	set	() | (table)	unverified	
GetBackdropBorderColor	0x777f60	0x8790d0	0x878ec0	widget	1	exact	?	unknown	() | (number,number,number,number)	unverified	
GetBackdropColor	0x777bc0	0x8790c0	0x878ec0	widget	1	exact	?	unknown	() | (number,number,number,number)	unverified	
GetBagName	0x4fa670	0x84d6d8	0x84d688	global	1	lower-bound	1	exact	(nil) | (string?)	agree	delegated-push
GetBankSlotCost	0x4f8630	0x84d5ec	0x84d5dc	global	0	exact	1	exact	(number)	agree	
GetBaseMip	0x489280	0x83df68	0x83de68	global	0	exact	1	exact	(number)	agree	
GetBattlefieldEstimatedWaitTime	0x4ab790	0x845838	0x8457e0	global	1	exact	1	exact	(number)	agree	
GetBattlefieldFlagPosition	0x4ac230	0x8458c0	0x8457e0	global	1	exact	3	exact	(number,number,nil) | (number,number,string?)	agree	
GetBattlefieldInfo	0x4ab0b0	0x8457e8	0x8457e0	global	0	exact	?	unknown	() | (string?,number,number,number,number,number,number,number) | (string?,string?,number,number,number,number,number,number,number)	unverified	
GetBattlefieldInstanceExpiration	0x4ab6d0	0x845828	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetBattlefieldInstanceInfo	0x4ab1f0	0x8457f0	0x8457e0	global	1	exact	?	unknown	() | (number)	unverified	
GetBattlefieldInstanceRunTime	0x4ab730	0x845830	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetBattlefieldMapIconScale	0x4ac3d0	0x8458d0	0x8457e0	global	0	exact	1	exact	(number)	agree	
GetBattlefieldPortExpiration	0x4ab620	0x845820	0x8457e0	global	1	exact	1	exact	(number)	agree	
GetBattlefieldPosition	0x4abf90	0x8458b0	0x8457e0	global	1	exact	3	exact	(number,number,nil) | (number,number,string?)	agree	
GetBattlefieldScore	0x4ab9d0	0x845868	0x8457e0	global	1	exact	9	exact	(nil,number,number,number,number,number,number,nil,nil) | (string?,number,number,number,number,number,number,nil,nil) | (string?,number,number,number,number,number,number,nil,string?) | (string?,number,number,number,number,number,number,string?,nil) | (string?,number,number,number,number,number,number,string?,string?)	agree	
GetBattlefieldStatData	0x4abdc0	0x845898	0x8457e0	global	2	exact	1	exact	(number)	agree	
GetBattlefieldStatInfo	0x4abd00	0x845890	0x8457e0	global	1	exact	3	exact	(nil,nil,nil) | (string?,string?,string?)	agree	
GetBattlefieldStatus	0x4ab4a0	0x845818	0x8457e0	global	1	exact	5	exact	(nil,nil,number,number,number) | (string,nil,number,number,number) | (string,string?,number,number,number)	agree	
GetBattlefieldTimeWaited	0x4ab820	0x845840	0x8457e0	global	1	exact	1	exact	(number)	agree	
GetBattlefieldWinner	0x4abc40	0x845870	0x8457e0	global	0	exact	1	exact	(nil) | (number)	agree	
GetBidderAuctionItems	0x4cecd0	0x8490e8	0x8490a8	global	1	exact	0	exact	()	agree	
GetBillingPlan	0x46dc40	0x837578	0x8373b8	global	0	exact	3	exact	(number,number,number)	agree	
GetBillingTimeRemaining	0x46dbf0	0x837570	0x8373b8	global	0	exact	1	exact	(number)	agree	
GetBillingTimeRested	0x46dcf0	0x837580	0x8373b8	global	0	exact	1	exact	(number)	agree	name-not-unique
GetBillingTimeRested	0x48ec50	0x83e508	0x83de68	global	0	exact	1	exact	(number)	agree	name-not-unique
GetBindLocation	0x48dae0	0x83e410	0x83de68	global	0	lower-bound	1	exact	(string?)	agree	delegated-push
GetBinding	0x4b7f60	0x846c90	0x846c88	global	1	exact	?	unknown	?	unknown	
GetBindingAction	0x4b8120	0x846ca8	0x846c88	global	1	exact	1	exact	(string?)	agree	
GetBindingKey	0x4b80a0	0x846ca0	0x846c88	global	1	exact	?	unknown	?	unknown	
GetBlendMode	0x79a890	0x87c138	0x87c128	widget	1	exact	1	exact	(string?)	agree	
GetBlinkSpeed	0x798340	0x87bc30	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetBlockChance	0x516f60	0x850660	0x850438	global	0	exact	1	exact	(number)	agree	
GetBonusBarOffset	0x4e7620	0x84bd98	0x84bd10	global	0	exact	1	exact	(number)	agree	
GetBottom	0x7a1ce0	0x87ca00	0x87c9b8	widget	1	exact	1	exact	(nil) | (number)	agree	
GetBuildInfo	0x46cd70	0x8373b8	0x8373b8	global	0	lower-bound	5	exact	(string?,string?,string,string,string)	agree	name-not-unique;delegated-push
GetBuildInfo	0x4884a0	0x83de70	0x83de68	global	0	exact	3	exact	(string,string,string)	agree	name-not-unique
GetButtonState	0x780180	0x879d18	0x879d00	widget	1	exact	1	exact	(string?)	agree	
GetBuybackItemInfo	0x4fb310	0x84da40	0x84da28	global	1	exact	6	exact	(nil,nil,number,number,number,number) | (string?,string?,number,number,number,nil) | (string?,string?,number,number,number,number)	agree	
GetCVar	0x488ba0	0x83dee8	0x83de68	global	1	exact	1	exact	(string?)	agree	
GetCVarDefault	0x488cf0	0x83def8	0x83de68	global	1	exact	1	exact	(nil) | (string?)	agree	
GetCenter	0x7a1810	0x87c9e0	0x87c9b8	widget	1	exact	2	exact	(nil,nil) | (number,number)	agree	
GetChannelList	0x4a02d0	0x843678	0x843618	global	0	exact	?	unknown	?	unknown	
GetChannelName	0x4a05e0	0x843698	0x843618	global	1	exact	3	exact	(number,string?,number)	agree	
GetCharacterCreateFacing	0x471910	0x838198	0x8380f8	global	0	exact	1	exact	(number)	agree	
GetCharacterInfo	0x4732a0	0x838598	0x838578	global	1	exact	8	exact	(nil,nil,nil,number,nil,nil,number,nil) | (string?,string?,string?,number,nil,string?,number,nil) | (string?,string?,string?,number,nil,string?,number,number) | (string?,string?,string?,number,string?,string?,number,nil) | (string?,string?,string?,number,string?,string?,number,number)	agree	
GetCharacterListUpdate	0x473270	0x838588	0x838578	global	0	exact	0	exact	()	agree	
GetCharacterSelectFacing	0x473650	0x8385c0	0x838578	global	0	exact	1	exact	(number)	agree	
GetChatTypeIndex	0x4a0a80	0x843700	0x843618	global	1	exact	1	exact	(number)	agree	
GetChatWindowChannels	0x4a0dc0	0x843718	0x843618	global	1	exact	?	unknown	?	unknown	
GetChatWindowInfo	0x4a0ba0	0x843708	0x843618	global	1	exact	0|9	set	() | (string?,number,number,number,number,number,nil,nil,nil) | (string?,number,number,number,number,number,nil,nil,number) | (string?,number,number,number,number,number,nil,number,nil) | (string?,number,number,number,number,number,nil,number,number) | (string?,number,number,number,number,number,number,nil,nil) | (string?,number,number,number,number,number,number,nil,number) | (string?,number,number,number,number,number,number,number,nil) | (string?,number,number,number,number,number,number,number,number)	agree	
GetChatWindowMessages	0x4a0d20	0x843710	0x843618	global	1	exact	?	unknown	?	unknown	
GetChecked	0x799ca0	0x87bf7c	0x87bf74	widget	1	exact	1	exact	(nil) | (number)	agree	
GetCheckedTexture	0x799d60	0x87bf84	0x87bf74	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetChildren	0x774180	0x878f08	0x878ec0	widget	1	lower-bound	?	unknown	?	unknown	delegated-push
GetClassesForRace	0x471560	0x838128	0x8380f8	global	0	exact	?	unknown	?	unknown	
GetCoinIcon	0x48d4e0	0x83e3c0	0x83de68	global	1	exact	1	exact	(string?)	agree	
GetColorHSV	0x78ea00	0x87abf8	0x87abb0	widget	1	exact	3	exact	(number,number,number)	agree	
GetColorRGB	0x78ed10	0x87ac08	0x87abb0	widget	1	exact	3	exact	(number,number,number)	agree	
GetColorValueTexture	0x78e360	0x87abd0	0x87abb0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetColorValueThumbTexture	0x78e630	0x87abe0	0x87abb0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetColorWheelTexture	0x78dd80	0x87abb0	0x87abb0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetColorWheelThumbTexture	0x78e070	0x87abc0	0x87abb0	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetComboPoints	0x51a190	0x850638	0x850438	global	0	exact	1	exact	(number)	agree	
GetContainerItemCooldown	0x4f99b0	0x84d6a8	0x84d688	global	2	lower-bound	3	exact	(number,number,number)	agree	
GetContainerItemInfo	0x4f9670	0x84d698	0x84d688	global	2	lower-bound	0|5	set	() | (string?,number,nil,number,nil) | (string?,number,nil,number,number) | (string?,number,number,number,nil) | (string?,number,number,number,number)	agree	
GetContainerItemLink	0x4f9930	0x84d6a0	0x84d688	global	2	lower-bound	0|1	set	() | (string?)	agree	
GetContainerNumSlots	0x4f9560	0x84d690	0x84d688	global	1	exact	1	exact	(number)	agree	
GetCorpseMapPosition	0x4a86d0	0x8450c8	0x845078	global	0	exact	2	exact	(number,number)	agree	
GetCorpseRecoveryDelay	0x48b5e0	0x83e238	0x83de68	global	0	exact	1	exact	(number)	agree	
GetCraftButtonToken	0x4f6c90	0x84d118	0x84d108	global	0	exact	1	exact	(string?)	agree	
GetCraftDescription	0x4f7a90	0x84d180	0x84d108	global	1	exact	1	exact	(nil) | (string?)	agree	
GetCraftDisplaySkillLine	0x4f6cb0	0x84d120	0x84d108	global	0	exact	3	exact	(nil,number,number) | (string?,number,number)	agree	
GetCraftIcon	0x4f7160	0x84d148	0x84d108	global	1	exact	1	exact	(nil) | (string?)	agree	
GetCraftInfo	0x4f6e90	0x84d130	0x84d108	global	1	exact	7	exact	(nil,nil,nil,number,nil,number,number) | (string?,nil,string,number,nil,number,number) | (string?,nil,string,number,number,number,number) | (string?,string?,string?,number,nil,number,number)	agree	
GetCraftItemLink	0x4f72a0	0x84d158	0x84d108	global	1	exact	0|1	set	() | (string?)	agree	
GetCraftName	0x4f6c10	0x84d110	0x84d108	global	0	exact	1	exact	(nil) | (string?)	agree	
GetCraftNumReagents	0x4f7420	0x84d160	0x84d108	global	1	exact	1	exact	(number)	agree	
GetCraftReagentInfo	0x4f74d0	0x84d168	0x84d108	global	2	exact	4	exact	(nil,nil,nil,nil) | (nil,nil,number,number) | (string?,string?,number,number)	agree	
GetCraftReagentItemLink	0x4f7730	0x84d170	0x84d108	global	2	exact	1	exact	(nil) | (string?)	agree	
GetCraftSelectionIndex	0x4f7130	0x84d140	0x84d108	global	0	exact	1	exact	(number)	agree	
GetCraftSkillLine	0x4f7210	0x84d150	0x84d108	global	1	exact	1	exact	(nil) | (string?)	agree	
GetCraftSpellFocus	0x4f78b0	0x84d178	0x84d108	global	1	exact	?	unknown	?	unknown	
GetCurrentBindingSet	0x4b8200	0x846cb8	0x846c88	global	0	exact	1	exact	(number)	agree	
GetCurrentLine	0x793720	0x87b6b0	0x87b5c0	widget	1	exact	1	exact	(number)	agree	
GetCurrentMapContinent	0x4a7ed0	0x8450a0	0x845078	global	0	exact	1	exact	(number)	agree	
GetCurrentMapZone	0x4a7f00	0x8450a8	0x845078	global	0	exact	1	exact	(number)	agree	
GetCurrentMultisampleFormat	0x48c580	0x83e2c8	0x83de68	global	0	exact	1	exact	(number)	agree	
GetCurrentResolution	0x48bf10	0x83e2a0	0x83de68	global	0	exact	1	exact	(number)	agree	
GetCurrentScroll	0x793650	0x87b6a8	0x87b5c0	widget	1	exact	1	exact	(number)	agree	
GetCursorMoney	0x48ab70	0x83e190	0x83de68	global	0	exact	1	exact	(number)	agree	
GetCursorPosition	0x46dad0	0x837548	0x8373b8	global	0	exact	2	exact	(number,number)	agree	name-not-unique
GetCursorPosition	0x48b820	0x83e268	0x83de68	global	0	exact	2	exact	(number,number)	agree	name-not-unique
GetDamageBonusStat	0x48b520	0x83e228	0x83de68	global	0	exact	1	exact	(number)	agree	
GetDebugStats	0x488af0	0x83ded8	0x83de68	global	0	exact	0	exact	()	agree	
GetDefaultLanguage	0x49fcd0	0x843638	0x843618	global	0	exact	0|1	set	() | (string?)	agree	
GetDisabledCheckedTexture	0x79a050	0x87bf94	0x87bf74	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetDisabledFontObject	0x780640	0x879d40	0x879d00	widget	1	lower-bound	?	unknown	()	unverified	delegated-push
GetDisabledTextColor	0x781480	0x879da0	0x879d00	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetDisabledTexture	0x781cf0	0x879de0	0x879d00	widget	0	exact	?	unknown	?	unknown	delegated-push
GetDodgeChance	0x516f00	0x850658	0x850438	global	0	exact	1	exact	(number)	agree	
GetDoodadAnim	0x489060	0x83df40	0x83de68	global	0	exact	1	exact	(number)	agree	
GetDrawLayer	0x79a6c0	0x87c128	0x87c128	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetDrawLayer	0x79c660	0x87c1d8	0x87c1d8	widget	1	exact	1	exact	(string?)	agree	name-not-unique
GetEffectiveScale	0x774fc0	0x878f78	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetFacialHairCustomization	0x471620	0x838138	0x8380f8	global	0	exact	1	exact	(string) | (string?)	agree	
GetFacing	0x76eb20	0x8789a8	0x878948	widget	1	exact	1	exact	(number)	agree	
GetFactionForRace	0x471450	0x838118	0x8380f8	global	0	exact	2	exact	(nil,nil) | (string?,string?)	agree	
GetFactionInfo	0x4d64f0	0x84a0b0	0x84a0a8	global	1	lower-bound	11	exact	?	unknown	delegated-push
GetFadeDuration	0x793da0	0x87b6f0	0x87b5c0	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetFadeDuration	0x7954d0	0x87ba18	0x87b960	widget	1	exact	1	exact	(number)	agree	name-not-unique
GetFading	0x793a40	0x87b6d0	0x87b5c0	widget	1	exact	1	exact	(nil) | (number)	agree	name-not-unique
GetFading	0x795170	0x87b9f8	0x87b960	widget	1	exact	1	exact	(nil) | (number)	agree	name-not-unique
GetFarclip	0x488f00	0x83df20	0x83de68	global	0	exact	1	exact	(number)	agree	
GetFirstTradeSkill	0x5001c0	0x84de88	0x84ddd0	global	0	exact	1	exact	(number)	agree	
GetFogColor	0x76f080	0x8789d0	0x878948	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetFogFar	0x76f480	0x8789f0	0x878948	widget	1	exact	1	exact	(number)	agree	
GetFogNear	0x76f2d0	0x8789e0	0x878948	widget	1	exact	1	exact	(number)	agree	
GetFont	0x7809a0	0x879d60	0x879d00	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetFont	0x791f40	0x87b5d8	0x87b5c0	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetFont	0x794510	0x87b978	0x87b960	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetFont	0x796000	0x87ba98	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFont	0x7972d0	0x87bb80	0x87bb68	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetFont	0x79d400	0x87c238	0x87c1d8	widget	1	exact	3	exact	(string?,number,string?)	agree	name-not-unique
GetFont	0x7a0330	0x87c800	0x87c7c8	widget	1	exact	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontObject	0x791dc0	0x87b5c8	0x87b5c0	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontObject	0x794370	0x87b968	0x87b960	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontObject	0x795e60	0x87ba88	0x87ba80	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontObject	0x797150	0x87bb70	0x87bb68	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontObject	0x79d0b0	0x87c228	0x87c1d8	widget	1	lower-bound	1	exact	(any) | (nil)	agree	name-not-unique;delegated-push
GetFontObject	0x7a00f0	0x87c7e8	0x87c7c8	widget	1	lower-bound	?	unknown	()	unverified	name-not-unique;delegated-push
GetFontString	0x780c30	0x879d70	0x879d00	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetFrameLevel	0x7744a0	0x878f20	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetFrameStrata	0x7742a0	0x878f10	0x878ec0	widget	1	exact	1	exact	(string?)	agree	
GetFrameType	0x773640	0x878ec0	0x878ec0	widget	1	exact	1	exact	(string?)	agree	
GetFramerate	0x4893e0	0x83deb8	0x83de68	global	0	exact	1	exact	(number)	agree	
GetFriendInfo	0x5ad060	0x85d838	0x85d830	global	1	lower-bound	6	exact	(string?,number,string?,string?,nil,string?) | (string?,number,string?,string?,number,string?)	agree	delegated-push
GetGMStatus	0x48cfc0	0x83e348	0x83de68	global	0	exact	0	exact	()	agree	
GetGMTicket	0x48c9a0	0x83e308	0x83de68	global	0	exact	0	exact	()	agree	
GetGMTicketCategories	0x48d8d0	0x83e3f0	0x83de68	global	0	exact	?	unknown	()	unverified	delegated-push
GetGameTime	0x515ee0	0x8503fc	0x8503f4	global	0	exact	2	exact	(number,number)	agree	
GetGamma	0x4891c0	0x83df70	0x83de68	global	0	exact	1	exact	(number)	agree	
GetGossipActiveQuests	0x4e29b0	0x84b800	0x84b7e8	global	0	exact	?	unknown	?	unknown	
GetGossipAvailableQuests	0x4e2930	0x84b7f8	0x84b7e8	global	0	exact	?	unknown	?	unknown	
GetGossipOptions	0x4e28d0	0x84b7f0	0x84b7e8	global	0	exact	?	unknown	?	unknown	
GetGossipText	0x4e28c0	0x84b7e8	0x84b7e8	global	0	exact	1	exact	(string?)	agree	
GetGreetingText	0x501a30	0x84e978	0x84e968	global	0	exact	1	exact	(string?)	agree	
GetGuildCharterCost	0x4f5230	0x84d014	0x84d00c	global	0	exact	1	exact	(number)	agree	
GetGuildInfo	0x4c9330	0x848558	0x8484d0	global	1	exact	3	exact	(nil,nil,number) | (string?,string?,number)	agree	
GetGuildInfoText	0x4d2370	0x8497c8	0x8496d8	global	0	exact	1	exact	(string?)	agree	
GetGuildRecruitmentMode	0x4a0040	0x843788	0x843618	global	0	exact	1	exact	(number)	agree	
GetGuildRosterInfo	0x4d1200	0x8496e8	0x8496d8	global	1	lower-bound	10	exact	?	unknown	delegated-push
GetGuildRosterLastOnline	0x4d14a0	0x8496f0	0x8496d8	global	1	exact	4	exact	(nil,nil,nil,nil) | (number,number,number,number)	agree	
GetGuildRosterMOTD	0x4d11f0	0x8496e0	0x8496d8	global	0	exact	1	exact	(string?)	agree	
GetGuildRosterSelection	0x4d1890	0x849710	0x8496d8	global	0	exact	1	exact	(number)	agree	
GetGuildRosterShowOffline	0x4d1e30	0x849770	0x8496d8	global	0	exact	1	exact	(nil) | (number)	agree	
GetHairCustomization	0x4715d0	0x838130	0x8380f8	global	0	exact	1	exact	(string) | (string?)	agree	
GetHeight	0x7a2030	0x87ca18	0x87c9b8	widget	1	exact	1	exact	(number)	agree	
GetHighlightFontObject	0x7807c0	0x879d50	0x879d00	widget	1	lower-bound	?	unknown	()	unverified	delegated-push
GetHighlightTextColor	0x781800	0x879db0	0x879d00	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetHighlightTexture	0x781f40	0x879df0	0x879d00	widget	1	lower-bound	1	exact	(any) | (nil)	agree	delegated-push
GetHistoryLines	0x799390	0x87bcb8	0x87bb68	widget	1	exact	1	exact	(number)	agree	
GetHitRectInsets	0x775bf0	0x878ff0	0x878ec0	widget	1	exact	4	exact	(number,number,number,number)	agree	
GetHorizontalScroll	0x791530	0x87b3e0	0x87b3c0	widget	1	exact	1	exact	(number)	agree	
GetHorizontalScrollRange	0x7916f0	0x87b3f0	0x87b3c0	widget	1	exact	1	exact	(number)	agree	
GetHyperlinkFormat	0x796c30	0x87bb10	0x87ba80	widget	1	exact	1	exact	(string?)	agree	
GetID	0x775280	0x878f90	0x878ec0	widget	1	exact	1	exact	(number)	agree	
GetIgnoreName	0x5ad460	0x85d870	0x85d830	global	1	lower-bound	1	exact	(string?)	agree	delegated-push
GetInboxHeaderInfo	0x4aebc0	0x845f48	0x845eb0	global	1	lower-bound	13	exact	?	unknown	delegated-push
GetInboxInvoiceInfo	0x4af360	0x845f58	0x845eb0	global	1	exact	7	exact	(nil,nil,nil,number,number,number,number) | (string,string?,string?,number,number,number,number)	agree	
GetInboxItem	0x4af5d0	0x845f60	0x845eb0	global	1	exact	5	exact	(nil,nil,number,number,nil) | (string?,string?,number,number,nil) | (string?,string?,number,number,number)	agree	
GetInboxNumItems	0x4aeb90	0x845f40	0x845eb0	global	0	exact	1	exact	(number)	agree	
